"Participant","RT","Face_group"
"34",1.438,"Outgroup"
"34",NA,"Ingroup"
"34",2.956,"Outgroup"
"34",1.288,"Outgroup"
"34",1.836,"Outgroup"
"34",1.127,"Ingroup"
"34",1.083,"Outgroup"
"34",1.547,"Ingroup"
"34",2.515,"Ingroup"
"34",0.973,"Outgroup"
"34",0.698,"Outgroup"
"34",1.065,"Ingroup"
"34",1.214,"Outgroup"
"34",NA,"Ingroup"
"34",1.237,"Ingroup"
"34",1.294,"Outgroup"
"34",1.422,"Ingroup"
"34",1.246,"Outgroup"
"34",0.821,"Ingroup"
"34",0.625,"Ingroup"
"34",1.496,"Outgroup"
"34",1.325,"Outgroup"
"34",NA,"Outgroup"
"34",1.549,"Outgroup"
"34",0.531,"Outgroup"
"34",0.878,"Outgroup"
"34",1.299,"Ingroup"
"34",1.827,"Outgroup"
"34",1.822,"Outgroup"
"34",2.804,"Outgroup"
"34",2.084,"Ingroup"
"34",2.28,"Outgroup"
"34",1.701,"Ingroup"
"34",2.739,"Outgroup"
"34",1.092,"Ingroup"
"34",1.882,"Ingroup"
"34",1.544,"Outgroup"
"34",1.169,"Ingroup"
"34",0.863,"Ingroup"
"34",1.056,"Ingroup"
"34",2.613,"Outgroup"
"34",1.88,"Outgroup"
"34",1.667,"Outgroup"
"34",1.065,"Ingroup"
"34",2.248,"Ingroup"
"34",2.796,"Ingroup"
"34",2.094,"Outgroup"
"34",NA,"Outgroup"
"34",0.929,"Outgroup"
"34",1.838,"Outgroup"
"34",NA,"Ingroup"
"34",0.969,"Ingroup"
"34",1.219,"Ingroup"
"34",1.275,"Ingroup"
"34",0.894,"Ingroup"
"34",1.9,"Outgroup"
"34",1.176,"Ingroup"
"34",2.126,"Outgroup"
"34",1.027,"Ingroup"
"34",2.47,"Outgroup"
"34",1.261,"Ingroup"
"34",1.167,"Outgroup"
"34",1.553,"Outgroup"
"34",NA,"Ingroup"
"34",1.437,"Ingroup"
"34",1.235,"Ingroup"
"34",0.716,"Ingroup"
"34",1.743,"Outgroup"
"34",1.346,"Ingroup"
"34",0.772,"Ingroup"
"34",0.665,"Ingroup"
"34",0.831,"Ingroup"
"34",1.264,"Outgroup"
"34",1.704,"Ingroup"
"34",1.528,"Outgroup"
"34",1.221,"Outgroup"
"34",0.612,"Ingroup"
"34",1.016,"Ingroup"
"34",2.025,"Outgroup"
"34",1.435,"Ingroup"
"34",1.351,"Outgroup"
"34",1.13,"Ingroup"
"34",1.054,"Outgroup"
"34",1.832,"Ingroup"
"34",1.297,"Ingroup"
"34",1.333,"Ingroup"
"34",1.333,"Outgroup"
"34",2.147,"Ingroup"
"34",1.98,"Ingroup"
"34",1.107,"Ingroup"
"34",1.135,"Outgroup"
"34",1.138,"Outgroup"
"34",NA,"Ingroup"
"34",1.098,"Ingroup"
"34",1.107,"Outgroup"
"34",0.749,"Outgroup"
"34",1.205,"Outgroup"
"34",2.694,"Outgroup"
"34",1.699,"Ingroup"
"34",1.772,"Ingroup"
"34",0.551,"Ingroup"
"34",1.127,"Ingroup"
"34",0.915,"Ingroup"
"34",0.868,"Outgroup"
"34",1.029,"Outgroup"
"34",1.466,"Outgroup"
"34",1.856,"Outgroup"
"34",0.984,"Ingroup"
"34",1.496,"Outgroup"
"34",2.814,"Outgroup"
"34",0.883,"Outgroup"
"34",0.861,"Ingroup"
"34",1.282,"Outgroup"
"34",1.956,"Ingroup"
"34",1.693,"Ingroup"
"34",2.602,"Outgroup"
"34",1.296,"Ingroup"
"34",1.103,"Outgroup"
"34",2.019,"Ingroup"
"34",1.23,"Outgroup"
"34",1.639,"Outgroup"
"34",1.172,"Ingroup"
"34",2.121,"Outgroup"
"34",1.372,"Outgroup"
"34",0.998,"Ingroup"
"34",1.794,"Outgroup"
"34",0.976,"Ingroup"
"34",NA,"Outgroup"
"34",NA,"Outgroup"
"34",1.058,"Outgroup"
"34",1.09,"Ingroup"
"34",1.349,"Ingroup"
"34",1.074,"Outgroup"
"34",2.513,"Ingroup"
"34",0.851,"Ingroup"
"34",0.695,"Ingroup"
"34",1.034,"Ingroup"
"34",0.83,"Outgroup"
"34",1.502,"Outgroup"
"34",0.637,"Outgroup"
"34",0.773,"Ingroup"
"34",1.124,"Outgroup"
"34",1.447,"Ingroup"
"34",1.028,"Outgroup"
"34",1.006,"Outgroup"
"34",2.051,"Ingroup"
"34",2.712,"Ingroup"
"34",1.716,"Outgroup"
"34",0.938,"Ingroup"
"34",0.942,"Ingroup"
"34",0.907,"Outgroup"
"34",NA,"Ingroup"
"34",1.821,"Ingroup"
"34",NA,"Outgroup"
"34",2.259,"Outgroup"
"34",2.001,"Outgroup"
"34",1.393,"Outgroup"
"34",0.884,"Ingroup"
"34",1.344,"Ingroup"
"34",0.84,"Ingroup"
"34",1.009,"Outgroup"
"34",0.966,"Ingroup"
"34",NA,"Outgroup"
"34",0.902,"Outgroup"
"34",0.844,"Outgroup"
"34",1.158,"Ingroup"
"34",0.907,"Ingroup"
"34",NA,"Ingroup"
"34",2.17,"Outgroup"
"34",1.025,"Outgroup"
"34",0.793,"Outgroup"
"34",0.637,"Ingroup"
"34",1.599,"Outgroup"
"34",1.139,"Ingroup"
"34",0.92,"Outgroup"
"34",2.899,"Outgroup"
"34",0.99,"Ingroup"
"34",1.178,"Ingroup"
"34",1.263,"Ingroup"
"34",0.815,"Outgroup"
"34",1.51,"Outgroup"
"34",0.964,"Outgroup"
"34",1.147,"Ingroup"
"34",1.577,"Outgroup"
"34",0.993,"Outgroup"
"34",1.369,"Ingroup"
"34",1.145,"Outgroup"
"34",0.913,"Outgroup"
"34",1.331,"Ingroup"
"34",NA,"Outgroup"
"34",1.781,"Outgroup"
"34",NA,"Ingroup"
"34",NA,"Outgroup"
"34",2.612,"Outgroup"
"34",1.241,"Outgroup"
"34",1.04,"Outgroup"
"34",0.899,"Ingroup"
"34",1.822,"Outgroup"
"34",1.181,"Ingroup"
"34",0.983,"Ingroup"
"34",0.892,"Ingroup"
"34",1.112,"Ingroup"
"34",1.316,"Ingroup"
"34",1.535,"Ingroup"
"34",1.971,"Ingroup"
"34",1.833,"Outgroup"
"34",NA,"Ingroup"
"34",1.205,"Outgroup"
"34",0.909,"Outgroup"
"34",1.676,"Ingroup"
"34",2.357,"Outgroup"
"34",0.791,"Ingroup"
"34",2.125,"Ingroup"
"34",1.193,"Outgroup"
"34",2.568,"Outgroup"
"34",1.838,"Ingroup"
"34",1.322,"Ingroup"
"34",1.185,"Ingroup"
"34",1.694,"Outgroup"
"34",1.05,"Outgroup"
"34",0.894,"Outgroup"
"34",1.152,"Ingroup"
"34",1.424,"Ingroup"
"34",1.327,"Ingroup"
"34",1.292,"Outgroup"
"34",0.964,"Ingroup"
"34",0.873,"Outgroup"
"34",1.999,"Ingroup"
"34",2.308,"Outgroup"
"34",NA,"Outgroup"
"34",0.922,"Ingroup"
"34",0.956,"Ingroup"
"34",2.472,"Outgroup"
"34",NA,"Ingroup"
"34",0.807,"Outgroup"
"34",0.802,"Ingroup"
"34",0.966,"Outgroup"
"34",0.79,"Outgroup"
"34",0.684,"Outgroup"
"34",2.514,"Ingroup"
"34",NA,"Ingroup"
"34",0.916,"Ingroup"
"34",2.244,"Ingroup"
"34",1.267,"Ingroup"
"34",1.543,"Outgroup"
"34",2.349,"Ingroup"
"34",1.769,"Outgroup"
"34",0.869,"Outgroup"
"34",2.769,"Outgroup"
"34",2.003,"Ingroup"
"34",1.561,"Ingroup"
"34",1.801,"Outgroup"
"34",2.26,"Outgroup"
"34",2,"Ingroup"
"34",2.124,"Outgroup"
"34",0.824,"Ingroup"
"34",1.716,"Outgroup"
"34",1.154,"Ingroup"
"34",0.951,"Outgroup"
"34",1.309,"Outgroup"
"34",1.211,"Ingroup"
"34",2.777,"Outgroup"
"34",1.176,"Ingroup"
"34",1.056,"Ingroup"
"34",2.594,"Outgroup"
"34",0.578,"Outgroup"
"34",1.142,"Ingroup"
"34",1.553,"Outgroup"
"34",0.745,"Ingroup"
"34",1.186,"Outgroup"
"34",0.82,"Outgroup"
"34",1.14,"Outgroup"
"34",1.161,"Ingroup"
"34",1.105,"Ingroup"
"34",1.836,"Ingroup"
"34",1.171,"Ingroup"
"34",1.451,"Ingroup"
"34",0.99,"Ingroup"
"34",1.062,"Outgroup"
"34",1.14,"Outgroup"
"34",1.343,"Outgroup"
"34",0.901,"Ingroup"
"34",2.379,"Outgroup"
"34",0.952,"Ingroup"
"34",0.883,"Ingroup"
"34",0.846,"Ingroup"
"34",1.689,"Outgroup"
"34",NA,"Ingroup"
"34",1.168,"Ingroup"
"34",0.95,"Outgroup"
"34",1.255,"Ingroup"
"34",0.989,"Outgroup"
"34",1.028,"Outgroup"
"34",1.286,"Ingroup"
"34",0.938,"Ingroup"
"34",1.723,"Ingroup"
"34",0.897,"Ingroup"
"34",2.004,"Outgroup"
"34",0.982,"Outgroup"
"34",1.25,"Ingroup"
"34",0.868,"Ingroup"
"34",1.459,"Outgroup"
"34",1.402,"Ingroup"
"34",1.197,"Outgroup"
"34",0.984,"Outgroup"
"34",0.903,"Ingroup"
"34",0.794,"Ingroup"
"34",0.725,"Outgroup"
"34",0.898,"Outgroup"
"34",1.191,"Outgroup"
"34",2.678,"Outgroup"
"34",1.7,"Outgroup"
"34",1.327,"Outgroup"
"34",1.999,"Outgroup"
"34",NA,"Ingroup"
"34",0.866,"Outgroup"
"34",NA,"Outgroup"
"34",1.288,"Outgroup"
"34",0.917,"Ingroup"
"34",1.246,"Ingroup"
"34",1.365,"Outgroup"
"34",NA,"Ingroup"
"34",1.03,"Ingroup"
"34",1.727,"Outgroup"
"34",0.94,"Outgroup"
"34",0.919,"Outgroup"
"34",1.682,"Outgroup"
"34",1.24,"Ingroup"
"34",2.786,"Ingroup"
"34",1.722,"Ingroup"
"34",1.359,"Outgroup"
"34",1.036,"Outgroup"
"34",1.207,"Ingroup"
"34",1.285,"Outgroup"
"34",1.4,"Ingroup"
"34",1.881,"Outgroup"
"34",0.944,"Outgroup"
"34",0.943,"Outgroup"
"34",2.221,"Ingroup"
"34",1.364,"Ingroup"
"34",1.11,"Ingroup"
"34",1.038,"Outgroup"
"34",1.443,"Ingroup"
"34",0.968,"Outgroup"
"34",0.752,"Outgroup"
"34",0.896,"Ingroup"
"34",0.628,"Outgroup"
"34",1.163,"Outgroup"
"34",0.997,"Ingroup"
"34",1.073,"Ingroup"
"34",1.118,"Outgroup"
"34",0.821,"Outgroup"
"34",0.779,"Outgroup"
"34",0.55,"Ingroup"
"34",1.373,"Ingroup"
"34",1.032,"Ingroup"
"34",1.143,"Outgroup"
"34",1.027,"Outgroup"
"34",1.21,"Ingroup"
"34",2.162,"Outgroup"
"34",1.147,"Outgroup"
"34",1.103,"Ingroup"
"34",1.975,"Outgroup"
"34",1.161,"Ingroup"
"34",1.028,"Ingroup"
"34",1.005,"Outgroup"
"34",1.028,"Ingroup"
"34",1.617,"Outgroup"
"34",1.109,"Ingroup"
"34",1.296,"Ingroup"
"34",1.236,"Ingroup"
"34",0.964,"Ingroup"
"34",1.427,"Ingroup"
"34",1.855,"Ingroup"
"34",2.067,"Ingroup"
"34",1.704,"Ingroup"
"34",1.791,"Ingroup"
"34",0.769,"Ingroup"
"34",0.964,"Ingroup"
"34",1.314,"Outgroup"
"34",0.998,"Outgroup"
"34",0.876,"Ingroup"
"34",1.499,"Ingroup"
"34",2.691,"Outgroup"
"34",2.001,"Outgroup"
"34",1.094,"Outgroup"
"34",0.956,"Outgroup"
"34",NA,"Ingroup"
"34",1.042,"Ingroup"
"34",1.243,"Outgroup"
"34",1.104,"Ingroup"
"34",0.813,"Ingroup"
"34",0.879,"Ingroup"
"34",1.211,"Outgroup"
"34",0.976,"Ingroup"
"34",1.142,"Outgroup"
"34",0.77,"Outgroup"
"34",1.74,"Outgroup"
"34",2.3,"Outgroup"
"34",0.651,"Outgroup"
"34",0.481,"Outgroup"
"34",0.981,"Outgroup"
"34",1.582,"Outgroup"
"34",0.953,"Ingroup"
"34",1.508,"Outgroup"
"34",NA,"Ingroup"
"35",0.981,"Ingroup"
"35",NA,"Outgroup"
"35",1.118,"Ingroup"
"35",0.835,"Outgroup"
"35",0.983,"Ingroup"
"35",0.855,"Outgroup"
"35",0.874,"Ingroup"
"35",NA,"Outgroup"
"35",1.165,"Ingroup"
"35",0.855,"Outgroup"
"35",0.797,"Outgroup"
"35",0.861,"Outgroup"
"35",0.841,"Ingroup"
"35",NA,"Outgroup"
"35",0.784,"Ingroup"
"35",1.55,"Ingroup"
"35",0.632,"Ingroup"
"35",NA,"Outgroup"
"35",1.064,"Ingroup"
"35",1.006,"Outgroup"
"35",1.442,"Ingroup"
"35",0.736,"Outgroup"
"35",0.525,"Ingroup"
"35",1.458,"Outgroup"
"35",1.051,"Outgroup"
"35",1.082,"Outgroup"
"35",1.257,"Outgroup"
"35",1.158,"Ingroup"
"35",1.024,"Ingroup"
"35",0.783,"Outgroup"
"35",1.039,"Ingroup"
"35",0.948,"Outgroup"
"35",1.527,"Outgroup"
"35",0.735,"Outgroup"
"35",0.902,"Ingroup"
"35",0.962,"Ingroup"
"35",0.854,"Ingroup"
"35",0.99,"Ingroup"
"35",1.403,"Ingroup"
"35",1.008,"Ingroup"
"35",0.791,"Outgroup"
"35",0.581,"Ingroup"
"35",1.187,"Outgroup"
"35",0.874,"Outgroup"
"35",0.733,"Ingroup"
"35",0.651,"Ingroup"
"35",1.02,"Ingroup"
"35",1.021,"Outgroup"
"35",0.636,"Ingroup"
"35",1.375,"Ingroup"
"35",1.064,"Outgroup"
"35",0.769,"Outgroup"
"35",1.506,"Outgroup"
"35",0.926,"Ingroup"
"35",0.928,"Outgroup"
"35",NA,"Ingroup"
"35",0.865,"Outgroup"
"35",0.874,"Ingroup"
"35",0.515,"Ingroup"
"35",1.64,"Ingroup"
"35",0.662,"Outgroup"
"35",0.983,"Ingroup"
"35",1.052,"Outgroup"
"35",0.897,"Ingroup"
"35",0.648,"Outgroup"
"35",0.745,"Outgroup"
"35",1.408,"Ingroup"
"35",0.991,"Outgroup"
"35",1.205,"Outgroup"
"35",0.469,"Outgroup"
"35",NA,"Ingroup"
"35",1.207,"Outgroup"
"35",1.058,"Ingroup"
"35",0.957,"Ingroup"
"35",NA,"Ingroup"
"35",1.698,"Outgroup"
"35",0.727,"Outgroup"
"35",1.17,"Ingroup"
"35",0.84,"Outgroup"
"35",1.013,"Ingroup"
"35",1.281,"Outgroup"
"35",1.186,"Outgroup"
"35",0.833,"Ingroup"
"35",NA,"Outgroup"
"35",1.36,"Ingroup"
"35",1.367,"Outgroup"
"35",0.705,"Outgroup"
"35",1.266,"Outgroup"
"35",0.679,"Ingroup"
"35",0.809,"Outgroup"
"35",NA,"Outgroup"
"35",1.548,"Ingroup"
"35",0.701,"Ingroup"
"35",NA,"Ingroup"
"35",NA,"Ingroup"
"35",0.968,"Ingroup"
"35",1.372,"Ingroup"
"35",0.99,"Outgroup"
"35",1.012,"Outgroup"
"35",0.918,"Outgroup"
"35",0.934,"Ingroup"
"35",0.874,"Outgroup"
"35",0.767,"Outgroup"
"35",0.686,"Ingroup"
"35",0.708,"Ingroup"
"35",0.846,"Ingroup"
"35",0.742,"Ingroup"
"35",1.198,"Ingroup"
"35",1.021,"Ingroup"
"35",1.377,"Outgroup"
"35",1.318,"Outgroup"
"35",0.537,"Outgroup"
"35",0.927,"Outgroup"
"35",1.252,"Outgroup"
"35",0.951,"Outgroup"
"35",0.884,"Ingroup"
"35",NA,"Ingroup"
"35",0.759,"Ingroup"
"35",0.492,"Ingroup"
"35",0.99,"Outgroup"
"35",1.007,"Outgroup"
"35",0.858,"Outgroup"
"35",1.12,"Ingroup"
"35",0.785,"Outgroup"
"35",0.978,"Outgroup"
"35",1.224,"Outgroup"
"35",0.746,"Ingroup"
"35",0.899,"Outgroup"
"35",1.093,"Ingroup"
"35",0.631,"Ingroup"
"35",1.07,"Ingroup"
"35",0.873,"Outgroup"
"35",0.912,"Outgroup"
"35",0.933,"Ingroup"
"35",0.833,"Ingroup"
"35",0.808,"Outgroup"
"35",1.189,"Ingroup"
"35",0.563,"Outgroup"
"35",0.868,"Ingroup"
"35",0.814,"Outgroup"
"35",0.776,"Ingroup"
"35",0.917,"Outgroup"
"35",0.99,"Outgroup"
"35",1.179,"Outgroup"
"35",NA,"Ingroup"
"35",1.022,"Outgroup"
"35",0.926,"Ingroup"
"35",0.785,"Outgroup"
"35",0.864,"Ingroup"
"35",0.708,"Ingroup"
"35",1.401,"Ingroup"
"35",0.75,"Ingroup"
"35",0.71,"Outgroup"
"35",0.892,"Outgroup"
"35",1.159,"Outgroup"
"35",1.501,"Outgroup"
"35",0.826,"Outgroup"
"35",1.016,"Outgroup"
"35",NA,"Outgroup"
"35",1.301,"Ingroup"
"35",0.879,"Ingroup"
"35",1.083,"Outgroup"
"35",0.797,"Ingroup"
"35",1.376,"Ingroup"
"35",0.784,"Outgroup"
"35",0.979,"Outgroup"
"35",0.725,"Ingroup"
"35",0.811,"Ingroup"
"35",0.89,"Ingroup"
"35",0.805,"Ingroup"
"35",0.982,"Outgroup"
"35",0.996,"Outgroup"
"35",1.694,"Ingroup"
"35",1.054,"Outgroup"
"35",1.128,"Ingroup"
"35",1.163,"Ingroup"
"35",0.993,"Ingroup"
"35",1.006,"Ingroup"
"35",1.459,"Outgroup"
"35",1.254,"Outgroup"
"35",0.638,"Ingroup"
"35",0.853,"Outgroup"
"35",0.521,"Ingroup"
"35",0.552,"Outgroup"
"35",0.87,"Outgroup"
"35",1.035,"Ingroup"
"35",0.711,"Outgroup"
"35",0.607,"Outgroup"
"35",0.889,"Ingroup"
"35",0.65,"Ingroup"
"35",0.722,"Ingroup"
"35",1.081,"Outgroup"
"35",0.973,"Outgroup"
"35",0.892,"Outgroup"
"35",1.236,"Ingroup"
"35",0.545,"Ingroup"
"35",0.802,"Outgroup"
"35",1.014,"Outgroup"
"35",NA,"Outgroup"
"35",0.841,"Outgroup"
"35",NA,"Ingroup"
"35",1.432,"Outgroup"
"35",1.095,"Ingroup"
"35",0.859,"Ingroup"
"35",0.907,"Outgroup"
"35",1.466,"Ingroup"
"35",1.29,"Ingroup"
"35",1.049,"Ingroup"
"35",0.533,"Ingroup"
"35",0.779,"Ingroup"
"35",0.935,"Ingroup"
"35",0.816,"Outgroup"
"35",1.003,"Outgroup"
"35",0.772,"Ingroup"
"35",NA,"Outgroup"
"35",1.236,"Outgroup"
"35",1.348,"Outgroup"
"35",1.373,"Ingroup"
"35",1.357,"Ingroup"
"35",0.74,"Ingroup"
"35",0.813,"Outgroup"
"35",NA,"Outgroup"
"35",NA,"Outgroup"
"35",0.618,"Outgroup"
"35",0.872,"Outgroup"
"35",0.577,"Ingroup"
"35",1.262,"Ingroup"
"35",0.947,"Ingroup"
"35",1.041,"Outgroup"
"35",0.902,"Ingroup"
"35",0.917,"Outgroup"
"35",1.112,"Ingroup"
"35",0.878,"Outgroup"
"35",0.772,"Outgroup"
"35",0.812,"Outgroup"
"35",0.95,"Ingroup"
"35",0.672,"Outgroup"
"35",0.982,"Outgroup"
"35",NA,"Ingroup"
"35",0.536,"Ingroup"
"35",0.751,"Ingroup"
"35",1.074,"Ingroup"
"35",1.414,"Outgroup"
"35",1.011,"Outgroup"
"35",0.876,"Ingroup"
"35",0.577,"Ingroup"
"35",0.727,"Ingroup"
"35",0.765,"Outgroup"
"35",0.811,"Ingroup"
"35",0.855,"Outgroup"
"35",1.305,"Ingroup"
"35",1.248,"Outgroup"
"35",0.773,"Outgroup"
"35",0.633,"Outgroup"
"35",0.992,"Ingroup"
"35",0.817,"Ingroup"
"35",1.615,"Outgroup"
"35",1.002,"Outgroup"
"35",0.883,"Outgroup"
"35",1.174,"Ingroup"
"35",1.031,"Ingroup"
"35",1.036,"Outgroup"
"35",0.688,"Ingroup"
"35",1.218,"Outgroup"
"35",0.692,"Ingroup"
"35",0.847,"Ingroup"
"35",0.666,"Outgroup"
"35",0.449,"Outgroup"
"35",0.553,"Outgroup"
"35",0.695,"Outgroup"
"35",0.765,"Outgroup"
"35",0.789,"Ingroup"
"35",0.994,"Outgroup"
"35",1.696,"Outgroup"
"35",1.099,"Outgroup"
"35",0.776,"Outgroup"
"35",0.968,"Ingroup"
"35",0.794,"Ingroup"
"35",0.732,"Ingroup"
"35",1.126,"Outgroup"
"35",0.925,"Ingroup"
"35",NA,"Outgroup"
"35",1.108,"Ingroup"
"35",0.829,"Outgroup"
"35",1.078,"Outgroup"
"35",1.284,"Ingroup"
"35",1.523,"Outgroup"
"35",NA,"Ingroup"
"35",0.462,"Ingroup"
"35",0.837,"Outgroup"
"35",1.357,"Outgroup"
"35",1.084,"Outgroup"
"35",0.794,"Ingroup"
"35",1.073,"Outgroup"
"35",0.968,"Outgroup"
"35",0.892,"Ingroup"
"35",0.668,"Ingroup"
"35",0.808,"Ingroup"
"35",0.693,"Outgroup"
"35",0.529,"Ingroup"
"35",1.441,"Ingroup"
"35",0.949,"Outgroup"
"35",0.891,"Outgroup"
"35",1.232,"Outgroup"
"35",1.074,"Outgroup"
"35",1.064,"Outgroup"
"35",1.02,"Ingroup"
"35",1.336,"Ingroup"
"35",0.655,"Outgroup"
"35",0.849,"Ingroup"
"35",0.868,"Ingroup"
"35",1.153,"Ingroup"
"35",1.072,"Outgroup"
"35",0.568,"Outgroup"
"35",0.654,"Outgroup"
"35",1.531,"Ingroup"
"35",0.819,"Outgroup"
"35",0.659,"Outgroup"
"35",0.967,"Outgroup"
"35",0.938,"Outgroup"
"35",1.328,"Outgroup"
"35",0.69,"Ingroup"
"35",0.575,"Outgroup"
"35",1.478,"Outgroup"
"35",0.764,"Ingroup"
"35",1.172,"Ingroup"
"35",0.687,"Ingroup"
"35",1.102,"Ingroup"
"35",0.808,"Ingroup"
"35",0.819,"Ingroup"
"35",1.088,"Ingroup"
"35",0.797,"Ingroup"
"35",1.147,"Outgroup"
"35",0.908,"Ingroup"
"35",0.42,"Ingroup"
"35",0.631,"Ingroup"
"35",0.712,"Ingroup"
"35",0.538,"Ingroup"
"35",0.638,"Outgroup"
"35",1.313,"Outgroup"
"35",0.892,"Ingroup"
"35",0.646,"Outgroup"
"35",0.581,"Ingroup"
"35",0.729,"Ingroup"
"35",0.847,"Outgroup"
"35",0.622,"Outgroup"
"35",1.363,"Outgroup"
"35",1.1,"Ingroup"
"35",0.798,"Outgroup"
"35",0.708,"Ingroup"
"35",0.771,"Ingroup"
"35",0.643,"Outgroup"
"35",0.811,"Ingroup"
"35",0.66,"Outgroup"
"35",0.859,"Outgroup"
"35",0.777,"Ingroup"
"35",0.858,"Outgroup"
"35",0.76,"Ingroup"
"35",1.055,"Outgroup"
"35",1.028,"Ingroup"
"35",0.843,"Ingroup"
"35",1.511,"Ingroup"
"35",0.629,"Ingroup"
"35",1.642,"Outgroup"
"35",0.822,"Ingroup"
"35",1.133,"Outgroup"
"35",1.028,"Ingroup"
"35",1.232,"Ingroup"
"35",0.613,"Ingroup"
"35",1.566,"Outgroup"
"35",0.95,"Outgroup"
"35",0.936,"Ingroup"
"35",0.969,"Ingroup"
"35",1.127,"Ingroup"
"35",1.304,"Ingroup"
"35",1.503,"Outgroup"
"35",1.431,"Outgroup"
"35",1.082,"Outgroup"
"35",0.751,"Ingroup"
"35",0.876,"Ingroup"
"35",NA,"Outgroup"
"35",1.624,"Outgroup"
"35",0.83,"Outgroup"
"35",0.613,"Ingroup"
"35",NA,"Ingroup"
"35",NA,"Ingroup"
"35",0.894,"Ingroup"
"35",NA,"Ingroup"
"35",0.509,"Ingroup"
"35",0.925,"Ingroup"
"35",NA,"Ingroup"
"35",0.871,"Ingroup"
"35",0.772,"Outgroup"
"35",1.265,"Outgroup"
"35",0.733,"Ingroup"
"35",0.857,"Outgroup"
"35",1.007,"Outgroup"
"35",1.375,"Outgroup"
"35",0.644,"Ingroup"
"35",NA,"Outgroup"
"35",0.74,"Outgroup"
"35",0.732,"Ingroup"
"35",1.294,"Ingroup"
"35",0.806,"Outgroup"
"35",1.026,"Outgroup"
"35",0.617,"Ingroup"
"35",0.459,"Outgroup"
"35",0.75,"Ingroup"
"35",0.86,"Ingroup"
"35",1.612,"Outgroup"
"35",1.194,"Ingroup"
"35",0.564,"Ingroup"
"35",0.462,"Ingroup"
"35",0.453,"Outgroup"
"35",0.849,"Outgroup"
"35",1.362,"Outgroup"
"35",0.657,"Ingroup"
"35",1.656,"Ingroup"
"35",0.557,"Ingroup"
"35",0.889,"Outgroup"
"35",1.187,"Outgroup"
"35",0.983,"Outgroup"
"35",0.719,"Ingroup"
"35",0.975,"Ingroup"
"35",1.029,"Ingroup"
"35",0.701,"Outgroup"
"35",1.106,"Outgroup"
"35",0.632,"Ingroup"
"35",0.934,"Ingroup"
"35",1.15,"Outgroup"
"35",0.8,"Outgroup"
"35",1.176,"Ingroup"
"35",0.942,"Ingroup"
"35",1.574,"Outgroup"
"35",0.526,"Ingroup"
"35",1.132,"Outgroup"
"35",0.777,"Outgroup"
"35",0.65,"Outgroup"
"35",1.034,"Outgroup"
"35",1.327,"Ingroup"
"35",1.146,"Outgroup"
"35",0.843,"Ingroup"
"35",0.874,"Outgroup"
"35",1.003,"Outgroup"
"35",0.438,"Outgroup"
"35",0.797,"Outgroup"
"35",0.514,"Ingroup"
"35",0.854,"Ingroup"
"35",0.6,"Ingroup"
"35",0.57,"Outgroup"
"35",0.928,"Ingroup"
"35",0.713,"Ingroup"
"35",0.935,"Ingroup"
"35",0.774,"Ingroup"
"35",1.019,"Ingroup"
"35",0.706,"Outgroup"
"35",0.64,"Ingroup"
"35",0.686,"Ingroup"
"35",1.005,"Ingroup"
"35",0.689,"Outgroup"
"35",1.011,"Outgroup"
"35",1.071,"Outgroup"
"35",1.276,"Ingroup"
"35",0.638,"Outgroup"
"35",0.907,"Outgroup"
"35",0.749,"Outgroup"
"35",1.124,"Outgroup"
"35",0.789,"Ingroup"
"35",0.75,"Ingroup"
"35",1.016,"Ingroup"
"35",0.975,"Ingroup"
"35",0.899,"Outgroup"
"35",0.892,"Ingroup"
"35",0.579,"Outgroup"
"35",0.721,"Ingroup"
"35",0.642,"Ingroup"
"35",0.628,"Outgroup"
"35",0.781,"Outgroup"
"35",0.697,"Ingroup"
"35",0.507,"Outgroup"
"35",1.293,"Ingroup"
"35",0.845,"Outgroup"
"35",0.748,"Ingroup"
"35",1.276,"Outgroup"
"35",1.072,"Outgroup"
"35",0.815,"Ingroup"
"35",0.801,"Outgroup"
"35",NA,"Outgroup"
"35",0.615,"Outgroup"
"35",1.68,"Outgroup"
"35",1.186,"Ingroup"
"35",0.911,"Outgroup"
"35",0.578,"Ingroup"
"35",1.385,"Outgroup"
"35",0.901,"Outgroup"
"35",1.42,"Outgroup"
"35",1.107,"Outgroup"
"35",0.67,"Ingroup"
"35",0.662,"Outgroup"
"35",1.324,"Outgroup"
"35",1.065,"Ingroup"
"35",0.779,"Outgroup"
"35",1.503,"Ingroup"
"35",0.656,"Ingroup"
"35",0.707,"Outgroup"
"35",NA,"Outgroup"
"35",0.815,"Ingroup"
"35",NA,"Ingroup"
"35",1.136,"Ingroup"
"35",0.685,"Ingroup"
"35",0.591,"Outgroup"
"35",0.949,"Outgroup"
"35",1.136,"Ingroup"
"35",0.949,"Ingroup"
"35",1.133,"Ingroup"
"35",1.665,"Outgroup"
"35",0.728,"Outgroup"
"35",1.532,"Outgroup"
"35",0.707,"Ingroup"
"35",1.001,"Ingroup"
"35",0.818,"Ingroup"
"35",1.023,"Ingroup"
"35",0.924,"Ingroup"
"35",0.727,"Ingroup"
"35",0.861,"Outgroup"
"35",0.827,"Ingroup"
"35",0.877,"Outgroup"
"35",1.109,"Ingroup"
"35",0.759,"Outgroup"
"35",0.794,"Outgroup"
